Column 1	Column 2 1	Column 2 2	Column 2 3	Column 2 4
89	by Anna Adams			
89	by Sarvepalli Gopal			
89	by James Kirkup			
89	by Adam Zamoyski			
89	by Peter Porter			
89	M.			
89	by Geoffrey Holloway			
89	by D.F. Shaughnessy			
89	by David Rees			
89	by Jean-Francois Revel			
89	by Gerry Farrell			
89	by Stephen Wilson			
89	by Maya Slater			
89	by Ross Skelton			
89	by Philip Davis			
89	by R.M.:Richard Mayne			
89	by Leszek Kolakowski			
89	by John Cameron Burnside			
89	by Malcolm Rutherford			
89	by Robert Conquest			
89	by Anthony Hartley			
89	by Dominic Lieven			
89	by Julie Whitby			
89	by Elizabeth Jolley			
89	by Alistair Elliot			
89	by Sidney Hook			
89	by Hugh Macpherson			
89	by John Greening			
89	M.			
89	by T.D. Rogers			
89	by Lawrence Dugan			
89	byrinth			
89	by Nicholas Shakespeare			
89	by Leonie Lichtenstein			
89	by Anthony Gardner			
89	by Brian Dooley			
89	by R.M.:Richard Mayne			
89	by Michael Sutton			
89	by Robin Fox			
89	by Leo Aylen			
89	by Simon Curtis			
89	by Anthony Hartley			
89	by Phoebe Hesketh			
89	by Malcolm Rutherford			
89	by Maurice Cowling			
89	by B.Z. Niditch			
89	by W.A.C. Adie			
89	by John Lancaster			
89	by Peter Porter			
89	M.			
89	by Bryn Gunnell			
89	by George Urban			
89	by Richard Middleton			
89	by Jean-Francois Revel			
89	by Sydney Giffard			
89	by Roger Morgan			
89	by P.J. Vatikiotis			
89	by John Pinder			
89	by R.M.:Richard Mayne			
89	by Leonard R. Sussman			
89	by Rutger Kopland			
89	by Leo Rosten			
89	by Malcolm Rutherford			
89	by Anthony Hartley			
89	by Hugh Trevor-Roper	 George Urban		
89	by Richard Poole			
89	by Val Warner			
89	by Brian Moeran			
89	M.			
89	by Michael Hulse			
89	by D.J. Enright			
89	by Hugh Thomas			
89	by Roy Kerridge			
89	by Michael Thorpe			
89	bye to Berlin			
89	by Mark Hutchinson			
89	by John Holloway			
89	by R.M.:Richard Mayne			
89	by Anatol Lieven			
89	by Julius Gould			
89	by Paul Hollander			
89	by I.S. Gillespie			
89	by Frank Manley			
89	by Melvin J. Lasky			
89	by Malcolm Rutherford			
89	by Raymond Tong			
90	by Anthony Hartley			
90	by Shusaku Endo			
90	by A.H. Sommerstein			
90	by Bryn Gunnell			
90	M.			
90	by Jane Wilson			
90	by Peter Redgrove			
90	by Renee Winegarten			
90	by Marion Donhoff			
90	by Vincent Brome			
90	by Vernon Bogdanor			
90	by Timothy Kidd			
90	by Fraser Steel			
90	by Rachel Blake			
90	by R.M.:Richard Mayne			
90	by George Watson			
90	by Shanti Padhi			
90	by Eric Sams			
90	by Sue Rose			
90	by Viktor Borovsky			
90	by Yury Vlasov			
90	by Kenneth Minogue			
90	by Christopher Southgate			
90	by Russell Hoban			
90	by John Grigg			
90	by Paul Groves			
90	M.			
90	by Anthony Wilson			
90	by Walter Laqueur			
90	by Jean-Francois Revel			
90	by David A. Bell			
90	by Patrick Cosgrave			
90	by Martin Elliott			
90	by Clive Wilmer			
90	by Geoffrey Wheatcroft			
90	by I.S. Gillespie			
90	by Derek Stanford			
90	by R.M.:Richard Mayne			
90	by Marju Lauristin	 George Urban		
90	by Gunther S. Stent			
90	by Julius Gould			
90	by Max Beloff			
90	by John Vincent			
90	by Maurice Cowling			
90	by Malcolm Rutherford			
90	by Anthony Hartley			
90	by Daniel Johnson			
90	by John Levett			
90	by Norman Levine			
90	by Gyorgi Petri			
90	by Peter Brimelow			
90	by Michael Thorpe			
90	M.			
90	by Michael Henry			
90	by Dannie Abse			
90	by Stephen Watson			
90	by Selwyn Pritchard			
90	by Geoffrey Wheatcroft			
90	by Carolyne Wright			
90	by Stephen Wilson			
90	by Richard Lansdown			
90	by Max Beloff			
90	by J.G. Links			
90	by R.M.:Richard Mayne			
90	by Martin Esslin			
90	by Edward Pearce			
90	by Klaus Schutz			
90	by Victoria Maximova			
90	by R.V. Burks			
90	by Herb Greer			
90	by Curt Riess			
90	by Herb Greer			
90	by Malcolm Rutherford			
90	by Anthony Hartley			
90	by Walter Laqueur			
90	by Don Bloch			
90	by Selwyn Pritchard			
90	by David Stove			
90	by Christopher Cviic			
90	by Tony Lintermans			
90	M.			
90	by Elizabeth Jennings			
90	by Derek Stanford			
90	by Brian Moeran			
90	by Jean-Francois Revel			
90	by Sydney Giffard			
90	by Meg Harris Williams			
90	by Victoria Mather			
90	by Geoffrey Heptonstall			
90	by R.M.:Richard Mayne			
90	by Adam B. Ulam	 George Urban		
90	by William Palmer			
90	by Anatol Lieven			
90	by Irene Rawnsley			
90	by Kaye Whiteman			
90	by Denys Sutton			
90	by Malcolm Rutherford			
90	by Anthony Hartley			
90	by W.W. Rostow			
90	by Nabil Naoum			
90	by Graeme Wilson			
90	by S.J.D. Green			
90	by Laurence Lerner			
90	by Robert Elegant			
90	by John Whitworth			
90	by John Greening			
90	by Alan Dixon			
90	M.			
90	by Lucien Stryk			
90	by Roy Kerridge			
90	by David Stove			
90	by A.H. Snow			
90	by Anna Adams			
90	by Robert Shannan Peckham			
90	by Edward Norman			
90	by R.M.:Richard Mayne			
90	by Oliver Knox			
90	by Ivan White			
90	by Geoffrey Partington			
90	by John Burnside			
90	by George Dalos			
90	by James Kirkup			
90	by Zinovy Zinik			
90	by Malcolm Rutherford			
90	by Anthony Hartley			
90	M.J.L.			
90	Theodore Draper			
90	Max Beloff			
90	Brian Crozier			
90	Paul Lendvai			
90	Norman Podhoretz			
90	Walter Laqueur			
90	William F. Buckley Jr			
90	Julius Gould			
90	Leopold Labedz			
90	Anthony Hartley			
90	by Peter Gilmour			
90	by Peter Scupham			
90	by Zbigniew Brzezinski			
90	by Adrian Smith			
90	by S.E.G. Curtis			
90	M.			
90	by Anne Rouse			
90	by Gyorgi Petri			
90	by Martin Reed			
90	by Lewis S. Feuer			
90	by Patricia Beer			
90	by Edward Pearce			
90	by Jean-Francois Revel			
90	by Peter Forbes			
90	by Harold James			
90	by Saros Cowasjee			
90	by Eric Sams			
90	by Keith Botsford			
90	by A.H. Snow			
90	by R.M.:Richard Mayne			
90	by Antony Flew			
90	by T.D. Rogers			
90	by William Pfaff			
90	by Michael Holstein			
90	by Anna Adams			
90	by David Holbrook			
90	by Malcolm Rutherford			
90	by Robert Conquest			
90	by Francois Furet			
90	by Desmond Graham			
90	by Ettie Aman			
90	by Anatol Lieven			
90	Alistair Elliot			
90	Robert Conquest			
90	Wolfgang Leonhard			
90	Alun Chalfont			
90	Zbigniew Brzezinski			
90	John Wain			
90	by Lisa Forestier			
90	M.			
90	by John Gohorry			
90	by Chris Mann			
90	by John Holloway			
90	by Geoffrey Wheatcroft			
90	by Nigel Clive			
90	by Valerie Smith			
90	by D.J. Enright			
90	by Donald Thomas			
90	by Herbert Lomas			
90	by Lisa Forestier			
90	by R.M.:Richard Mayne			
90	by Edward Shils			
90	by Anthony Thwaite			
90	by Denys Sutton			
90	by Alison Brackenbury			
90	by Melvin J. Lasky			
90	by Malcolm Rutherford			
90	by Anthony Hartley			
