Column 1	Column 2 1	Column 2 2	Column 2 3	Column 2 4
69	by Alan Sillitoe			
69	by P.B. Medawar			
69	by Nigel Dennis			
69	by Robert Skidelsky			
69	by Melvin J. Lasky			
69	by Nicholas Snowden Willey			
69	by Nefastus Dies			
69	by Stephen Toulmin			
69	by John Weightman			
69	by Christopher Driver			
69	by Goronwy Rees			
69	by David Rees			
69	by Richard Lowenthal			
69	by Pavel X			
69	by Nadine Gordimer			
69	by Gordon H. Dyson			
69	by Andrew Shonfield			
69	by D.J. Enright			
69	by Barry Daniels			
69	by Iain Hamilton			
69	by Warwick Collins			
69	by Nefastus Dies			
69	by Henry Pleasants			
69	by John Weightman			
69	by Gunter Zehm			
69	by Marcus Cunliffe			
69	by Colin MacInnes			
69	by Ronald Hayman			
69	by Richard Lowenthal			
69	by Edward J. Mishan			
69	by D.M. Thomas			
69	by Anna Kavan			
69	by D.M. Thomas			
69	by Anthony Hartley			
69	by Henry Miller			
69	by Nicholas Snowden Willey			
69	by Nefastus Dies			
69	by Maurice Cranston			
69	by Richard Stern			
69	by Karl Popper			
69	by Dieter E. Zimmer			
69	by Kenneth Allsop			
69	by Goronwy Rees			
69	by Leo Labedz			
69	by D.W. Brogan			
69	byrinths			
69	by Jorge Luis Borges			
69	by Jorge Luis Borges			
69	by Norman Thomas di Giovanni			
69	by Jorge Luis Borges			
69	by Jorge Luis Borges			
69	by David Marquand			
69	by Nefastus Dies			
69	by Goronwy Rees			
69	by Max Beloff			
69	by Erwin Scheuch			
69	by Bernd Nellessen			
69	by David Lodge			
69	by Rudolf Klein			
69	by Alasdair MacIntyre			
69	by Stanley Karnow			
69	by Heinrich Boll			
69	by Arnold Beichman			
69	by Edward Shils			
69	by Nefastus Dies			
69	by John Weightman			
69	by Michael Beloff			
69	by Stuart Maclure			
69	by Richard Bourne			
69	by Brian Jackson			
69	by Tyrrell Burgess			
69	by C.B. Cox			
69	by A.H. Halsey			
69	by David Astor			
69	by Millicent G. Dillon			
69	by C.H. Rolph			
69	by Harry Levin			
69	by John Weightman			
69	by Barbara Coudenhove			
69	by Colin Welch			
69	by Robert Conquest			
69	by Stanley Henig			
69	by Charles Barlow			
69	by Richard Mayne			
69	by Jean-Francois Revel			
69	by D.W. Brogan			
69	by Colin Wilson			
69	by Desmond Stewart			
69	by George Seferis			
69	by John Weightman			
69	by V.S. Pritchett			
69	by Vernon Scannell			
69	by Nigel Dennis			
69	by Clifford Geertz			
69	by Kweku Folson			
69	by Donald Tyerman			
69	by Walter Kaufmann			
69	by Anthony Burgess			
69	by Maurice Cranston			
69	by Hugh Seton-Watson			
69	by Luigi Barzini			
69	by John Holloway	 P.B. Medawar		
69	by Emyr Humphreys			
69	by D. H. Lawrence			
69	by George Steiner			
69	by Vernon Scannell			
69	by Ben Morreale			
69	by Inge Santner			
69	R.			
69	by John Weightman			
69	by Graeme Wilson			
69	by Raymond Aron			
69	by John Wain			
69	by David Martin			
69	by Goronwy Rees			
69	by Ibn el-Assal			
69	by F.R. Allemann			
69	by J.G. Ballard			
69	by J. Lavery			
69	by D.J. Enright			
69	by Lyman Andrews			
69	by Nicholas Snowden Willey			
69	by Wes Magee			
69	by Keith Bosley			
69	by Warwick Collins			
69	by Emyr Humphreys			
69	by Bruno Bettelheim			
69	R.			
69	by George Woodcock			
69	by John Weightman			
69	by Louis J. Halle			
69	by T.W. Adorno			
69	by John P. MacKintosh			
69	by Rayner Heppenstall			
69	by Robert Skidelsky			
69	by Paul Roazen			
69	by Anna Kavan			
69	by Melvin J. Lasky			
69	R.			
69	by John Weightman			
69	by Petra Kipphoff			
69	by David Riesman			
69	by Max Beloff			
69	by Maurice Ashley			
69	by D.W. Brogan			
69	by Leonard Schapiro			
69	by Asa Briggs			
69	by Z.A.B. Zeman			
69	by Walter Z. Laqueur			
69	by Peter Fryer			
69	by Donald Davie			
69	by Richard Mayne			
69	by Nikola Sop			
69	by Raymond Fletcher			
69	by Brian Aldiss			
69	by Richard Lowenthal			
69	by Max Beloff			
69	R.			
69	by John Weightman			
69	by Viktor E. Frankl			
69	by Kathleen Nott			
69	by Robert Pocock			
69	by John Wain			
69	by Anthony Storr	 P.B. Medawar		
69	by Edward J. Mishan			
69	by Dennis Silk			
69	by Golo Mann			
69	by Ono Tosaburo			
69	by Seymour Martin Lipset			
69	by John Mander			
69	R.			
69	by D.M. Thomas			
69	by John Weightman			
69	by Francois Bondy			
69	by Lionel Tiger			
69	by Erich Heller			
69	by Norman Macrae			
69	by Richard Young	 Nathan Glazer		
69	by George Mikes			
69	by Anonymous			
70	by John Mander			
70	by Harold Orlans			
70	by Lyman Andrews			
70	by Marcus Cunliffe			
70	by Gunter Eich			
70	by James Morris			
70	by Glyn Hughes			
70	by John Weightman			
70	by Patric Dickinson			
70	by Nicholas Snowden Willey			
70	by Anthony Burgess			
70	by Thomas S. Kuhn			
70	by Harry G. Johnson			
70	by Jeremy Robson			
70	by Louis J. Halle			
70	by Christopher Sykes			
70	by Eric Rhode			
70	by Andre Vincent			
70	by R.K. Narayan			
70	by Robert Nisbet			
70	by Ali A. Mazrui			
70	R.			
70	by Jaro Slav			
70	by Melvin J. Lasky			
70	by Jorge Luis Borges			
70	by J.L. Talmon			
70	by Jan Kott			
70	by George Seferis			
70	by Pamela Hansford Johnson			
70	by David Martin			
70	by Ronald Hayman			
70	by Zbigniew Brzezinski			
70	by James Wellard			
70	by Frank Tuohy			
70	by Melvin J. Lasky			
70	R.			
70	by W.W. Bartley III			
70	by Arthur Koestler			
70	by Max Beloff			
70	by Edward Shils			
70	by W.G. Runciman			
70	by Alasdair MacIntyre			
70	by Charles Madge			
70	by A.H. Halsey			
70	by Julius Gould			
70	by Donald G. MacRae			
70	by Anthony Hartley			
70	by John McGahern			
70	by Norman Cohn			
70	by D.J. Enright			
70	by Sidney Hook			
70	by Emyr Humphreys			
70	by James Wellard			
70	by Dennis Silk			
70	R.			
70	by Irving Howe			
70	by Patric Dickinson			
70	by David Mowat			
70	by Robin Fulton			
70	by John Holloway			
70	by Francois Bondy			
70	by Paul Fussell			
70	by John Mander			
70	by John Calder			
70	by Natalie Herzen			
70	by Henry Miller			
70	by Dennis Silk			
70	by Colette			
70	by Nigel Dennis			
70	by Arthur Koestler			
70	R.			
70	by Raymond Aron			
70	by Robert Conquest			
70	by Anthony Burgess			
70	by John Wain			
70	by Francis Huxley			
70	by Robin Day			
70	by Paul Fussell			
70	by D.J. Enright			
70	by Ralph Robin			
70	by Daniel Bell			
70	R.			
70	by John Weightman			
70	by Tibor Szamuely			
70	by Michael Howard			
70	by Malcolm Bradbury			
70	by Rayner Heppenstall			
70	by Martin Seymour-Smith			
70	by John Holloway			
70	by Paul Fussell			
70	by Martin Dodsworth			
70	by Edward Seidensticker			
70	by Shlomo Shoham			
70	by James Morris			
70	by Boris Pasternak			
70	by Oscar Handlin			
70	by Warwick Collins			
70	by Robin Fox			
70	by D.J. Enright			
70	R.			
70	by Robert A. Huttenback			
70	by John Weightman			
70	by Leonard Schapiro			
70	by Ignazio Silone			
70	by Francois Bondy			
70	by Benn W. Levy			
70	by George Steiner			
70	by G.R. Elton			
70	by Matthew Corrigan			
70	by Jorge Luis Borges	 Adolfo Bioy-Casares		
70	by Nigel Dennis			
70	by Peter Jenkins			
70	by Bernard Lewis			
70	by Nicholas Snowden Willey			
70	by John Wain			
70	by Harry G. Johnson			
70	by Arnold Beichman			
70	by Golo Mann			
70	by Walter Allen			
70	by Luigi Barzini			
70	by David Holden			
70	by Ernest van den Haag			
70	by Gavin Ewart			
70	by Jascha Kessler			
70	by Andre Malraux	 Gunter Grass		
70	R.			
70	by Philip Rieff			
70	by Sidney Hook			
70	by Don Cook			
70	by Edward Lucie-Smith			
70	by John Summerson			
70	by Francis Haskell			
70	by Charles Jencks			
70	by Nathan Silver			
70	by John Russell			
70	by Arthur Schlesinger			
70	by Richard Pipes			
70	by James Morris			
70	by Lyman Andrews			
70	by Millicent G. Dillon			
70	R.			
70	by Bruce Mazlish			
70	by David H.W. Grubb			
70	by John Weightman			
70	by Wladyslaw Broniewski			
70	by Philip Larkin			
70	by Leonard Schapiro			
70	by T.R. Fyvel			
70	by John Holloway			
70	by D.J. Enright			
70	by John Mander			
70	by Simon Jenkins			
70	by Warwick Collins			
70	by Max Beloff			
70	by John Passmore			
70	by D.J. Enright			
70	by William Sansom			
70	by Dennis Silk			
70	by John Douglas Pringle			
70	by David McLellan			
70	R.			
70	by John Wain			
70	by Geoffrey Grigson			
70	by P.N. Furbank			
70	by Jean Creiser	 Raymond Aron		
70	by Owen Barfield			
70	by Gordon Leff			
70	by Asa Briggs			
70	by Raymond Fletcher			
70	by John Weightman			
70	by Paul Schalluck			
70	by Earle Birney			
70	by Lewis S. Feuer			
70	by Elizabeth Maslen			
70	R.			
70	by Richard Mayne			
70	by Michael Beloff			
70	by Martin Seymour-Smith			
70	by D.J. Enright			
70	by Ronald Hayman			
70	by D.W. Brogan			
70	by N.N.			
71	by John Grigg			
71	by Derwent May			
71	by Himself			
71	by Alexis de Tocqueville			
71	R.			
71	by Aharon Megged			
71	by Geoffrey Strickland			
71	by Stephen Toulmin			
71	by John Maddox			
71	by Samuel Tolansky			
71	by Patrick Moore			
71	by Michael Pearson			
71	by George Woodcock			
71	by Robert Gorham Davis	 Oscar Handlin		
71	by M.J.L.:Melvin J. Lasky			
71	by R. Prawer Jhabvala			
71	by Vernon Scannell			
71	by Malcolm Bradbury			
71	by J.C. Hall:John Clive Hall			
71	by Gordon Rattray Taylor			
71	by D.J. Enright			
71	by John Weightman			
71	by Earle Birney			
71	by Martin Turnell			
71	by Louis J. Halle			
71	by George F. Kennan			
71	by Arnaldo Momigliano			
71	by D.J. Enright			
71	by Paul Theroux			
71	by I.M. Lewis			
71	by William Walsh			
71	by Shirley Chew			
71	by Michael Edwardes			
71	by F.A. Hayek			
71	by Christopher Driver			
71	by E.J. Mishan			
71	by Cesare Pavese			
71	by D.M. Thomas			
71	by Malcolm Bradbury			
71	R.			
71	by Henry Fairlie			
71	by Anthony Thwaite			
71	by D.J. Enright			
71	by Kerry McKenzie			
71	by C. Rajendra			
71	by Zulfikar Ghose			
71	by Gordon H. Dyson			
71	by John Weightman			
71	by Martin Esslin			
71	by Ota Sik	 Raymond Aron		
71	by Jerzy Peterkiewicz			
71	by Wilfrid Sheed			
71	by Douglas Dunn			
71	by Derwent May			
71	by Peregrine Worsthorne			
71	by Amnon Rubinstein			
71	by Giorgio de Chirico			
71	by Michael Mott			
71	by Paul Theroux			
71	by Heinrich Boll			
71	by Harry G. Johnson			
71	by Tamie Watters			
71	R.			
71	by Yehuda Amichai			
71	by Horst Eliseit			
71	by William Gerhardie			
71	by Martin Kilson			
71	by E.B. Greenwood			
71	by David Martin			
71	by Maurice Cranston			
71	by G.J. Warnock			
71	by Peter Hacker			
71	by Alec Vidler			
71	by J.O. Urmson			
71	by Heinrich Boll			
71	by Elizabeth Gunn			
71	by Milovan Djilas			
71	by James Wellard			
71	by Tanikawa Shuntaro			
71	by Hagiwara Sakutaro			
71	by Luigi Barzini			
71	by Wes Magee			
71	by George Feaver			
71	R.			
71	by H.T. Pledge			
71	by John Weightman			
71	by Judith Hindley			
71	by Athenian			
71	by Abraham Brumberg			
71	by K.W. Gransden			
71	by Frank Roberts			
71	by John Mander			
71	by Max Beloff			
71	by George D. Painter			
71	by Geoffrey Strickland			
71	by Gamini Salgado			
71	by D.J. Enright			
71	by William Walsh			
71	by J.O. Urmson			
71	by Henry Fairlie			
71	by Graham Petrie			
71	by Stephen Mitchell			
71	by Ivan Goncharov			
71	by John Mole			
71	by Colin MacInnes			
71	R.			
71	by Nikola Sop			
71	by John Weightman			
71	by Ned Thomas			
71	by D.J. Enright			
71	by Joachim Fest			
71	by John Wain			
71	by Wilfrid Sheed			
71	by J.H. Plumb			
71	by Martin Esslin			
71	by Goronwy Rees			
71	by Michael Longley			
71	by David Lodge	 John Holloway		
71	by Colette			
71	by J. Bronowski			
71	by Paruir Sevak			
71	by Alistair Horne			
71	by D.M. Thomas			
71	R.			
71	by Bernard Semmel			
71	by Keith Botsford			
71	by Anthony Hecht			
71	by Isabel Quigly			
71	by Roger Manvell			
71	by Martin Esslin			
71	by Gareth Lloyd Evans			
71	by Ronald Hayman			
71	by Charles Osborne			
71	by Richard Findlater			
71	by Henry Fairlie			
71	by Gustav Janouch			
71	by Walter Laqueur			
71	by Peter Porter			
71	by Dan Pagis			
71	by D.J. Enright			
71	by James Cole			
71	by Keith Bosley			
71	by Elizabeth Jennings			
71	by Gavin Ewart			
71	by Daniel Huws			
71	by Lawrence Durrell			
71	by John Welch			
71	by J.C. Hall			
71	by Michael Longley			
71	by Edward Lucie-Smith			
71	by Goronwy Rees			
71	by Derwent May			
71	by Douglas Dunn			
71	by Eduard Goldstucker			
71	by Philip Hobsbaum			
71	by Terrence Des Pres			
71	by Anzai Hitoshi			
71	by Leo Labedz	 Andrew Shonfield		
71	by Luigi Barzini			
71	by Richard E. Sherwin			
71	by Norman Levine			
71	R.			
71	by Brian Inglis			
71	by N.S. Willey			
71	by Marin Sorescu			
71	by John Weightman			
71	by Max Beloff			
71	by M.J.L.:Melvin J. Lasky			
71	by John Holloway			
71	by Richard Mayne			
71	by Ronald Hayman			
71	by D.J. Enright			
71	by Martin Bell			
71	by Michael Schmidt			
71	by Michael Thorpe			
71	by E.B. Greenwood			
71	by Elizabeth Maslen			
71	by Martin Kilson			
71	by P.B. Medawar			
71	by Gerard Piel			
71	by Anthony Wedgwood Benn			
71	by Eugene Rabinowitch			
71	by Jeremy Robson			
71	by Harry G. Johnson			
71	by A.N. Fragola			
71	by Andre Malraux			
71	by Abdul Wahab al-Bayati			
71	R.			
71	by John Weightman			
71	by Michael Mott			
71	by George Urban			
71	by Dipak Mazumdar	 Peter Wiles		
71	by Leszek Kolakowski			
71	by Dannie Abse			
71	by Colin Renfrew			
71	by R.F. Willetts			
71	by Mortimer Wheeler			
71	by P.J. Fowler			
71	by Anthony Bryer			
71	by Martin Kilson			
71	by Daniel Cory			
71	by Kurt Kusenberg			
71	by Lawrence Raab			
71	by Brian W. Aldiss			
71	by John Welch			
71	by Robert Nisbet			
71	by Daniel Huws			
71	by Melvin J. Lasky			
71	by Edward Lowbury			
71	R.			
71	by Gabriel Josipovici			
71	by Richard E. Sherwin			
71	by John Weightman			
71	by David Gill			
71	by Robert Conquest			
71	by Hellmut Jaesrich			
71	by Keith Botsford			
71	by Ronald Hayman			
71	by Peter Porter			
71	by D.J. Enright			
71	by John Vaizey			
71	by Edward Shils			
71	by Georges Csato			
71	by Harold Massingham			
71	by Arthur Calder-Marshall			
71	R.			
71	by John Weightman			
71	by John Grigg			
71	by Francois Bondy			
71	by Roy Fuller			
71	by Barbara Hardy			
71	by M.M. Mahood			
71	by William Walsh			
71	by Theodore Weiss			
71	by Michael Hamburger			
71	by Alistair Horne			
71	by C.D. Darlington			
71	by Douglas Hill			
72	by Ferdinand Mount			
72	by Justus George Lawler			
72	by John Mander			
72	by Edmund Burke			
72	by David H.W. Grubb			
72	by Elizabeth Maslen			
72	by John Betjeman			
72	by D.J. Enright			
72	R.			
72	by Bernard Lewis			
72	by Stephen Miller			
72	by John Mole			
72	by Michael Polanyi			
72	by Theodore Weiss			
72	by Marion Donhoff			
72	by Sidney Hook			
72	by Michael Beloff			
72	by Laurence Lerner			
72	by Douglas Dunn			
72	by Derwent May			
72	by Arthur Calder-Marshall			
72	by Michael Shanks			
72	by Desmond Stewart			
72	by Robert Ardrey			
72	by Stephen Miller			
72	by Richard Lowenthal			
72	by James Morris			
72	R.			
72	by Douglas Dunn			
72	by Richard Mayne			
72	by J.C. Hall			
72	by Erwin K. Scheuch			
72	by Dennis Gabor			
72	by Leopold Tyrmand			
72	by Max Beloff			
72	by D.J. Enright			
72	by David Martin			
72	by Geoffrey Trease			
72	by S.J. Ingle			
72	by T.R. Fyvel			
72	by Saros Cowasjee			
72	by E.B. Greenwood			
72	by Arrigo Levi			
72	by M.J.L.:Melvin J. Lasky			
72	by Lord Arran			
72	by Edward J. Mishan			
72	by Marshall Brement			
72	by Orhan Veli Kanik			
72	by John Weightman			
72	by Dan Huws			
72	by Jean MacVean			
72	by Kit Wright			
72	by Edmund Keeley			
72	by Michael Beloff			
72	by Robert Nisbet			
72	by Colin Bell			
72	by D.M. Downes			
72	by Donald G. MacRae			
72	by Graeme Wilson			
72	by Michael Holroyd			
72	by M.J.L.:Melvin J. Lasky			
72	by Walter Laqueur			
72	by Sidney Hook			
72	by Gavin Ewart			
72	by John Toft			
72	by Dannie Abse			
72	by Jean-Francois Revel			
72	by Glyn Hughes			
72	by Michael Howard			
72	R.			
72	by Yuli Daniel			
72	by John Weightman			
72	by Alan Ross			
72	by Hugh Tinker			
72	by Peter Porter			
72	by Rodney Pybus			
72	by Peter Black			
72	by Francois Bondy			
72	by John Holloway			
72	by Eloise Knapp Hay			
72	by David Watkin			
72	by Bernard Bergonzi			
72	by Elizabeth Jennings			
72	by William Trevor			
72	by Karl Popper			
72	by Daniel Weissbort			
72	by Walter Laqueur			
72	by David Holbrook			
72	by Alan Ross			
72	by Vernon Scannell			
72	R.			
72	by Joel Carmichael			
72	by Anthony Thwaite			
72	by Bella Akhmadulina			
72	by Francis Golffing			
72	by Donald Tyerman			
72	by Nicola Chiaromonte			
72	by Paolo Milano			
72	by John Wain			
72	by Paul Theroux			
72	by Douglas Dunn			
72	by Graham Parry			
72	by Donald Watt			
72	by Peter Sharratt			
72	by Massud Farzan			
72	by John Grigg			
72	by Maurice Cranston			
72	by Norman MacCaig			
72	by Joel Carmichael			
72	by John Weightman			
72	by Stephen Miller	 D.J. Enright		
72	R.			
72	by Elie Kedourie			
72	by Benedict Nicolson			
72	by Shirley Chew			
72	by Francis Watson			
72	by Vernon Scannell			
72	by Michael Thorpe			
72	by G.R. Crone			
72	by Laurence Lerner			
72	by Douglas Dunn			
72	by Colin MacInnes			
72	by Lorenz Stucki			
72	by Amnon Rubinstein			
72	by Richard Mayne			
72	by E.M. Forster			
72	by Elizabeth Jennings			
72	by C.M. Bowra			
72	by Melvin J. Lasky			
72	R.			
72	by Luigi Barzini			
72	by Robert Moss			
72	by Elie Kedourie			
72	by Max Beloff			
72	by Robert Skidelsky			
72	by C.C. Wrigley			
72	by R.M. Burrell			
72	by Peter Lyon			
72	by Geoffrey Grigson			
72	by Michael Bakunin			
72	by John Sparrow			
72	by James Simmons			
72	by William Sansom			
72	by Gavin Ewart			
72	by Robert Nisbet			
72	by Norman MacCaig			
72	by Roy Fuller			
72	by Golo Mann			
72	by Stephen Miller			
72	R.			
72	by Peter Scupham			
72	by Takamura Kotaro			
72	by John Mole			
72	by Anthony Hartley			
72	by Dan Davin			
72	by Zbigniew Brzezinski			
72	by Goronwy Rees			
72	by Geoffrey Grigson			
72	by Doris Lessing			
72	by Robert Greacen			
72	by Paul Lendvai			
72	by Robert Moss			
72	by Michael Bakunin			
72	by Frank Tuohy			
72	by Raymond Daniels			
72	by James Morris			
72	by Leo Rosten			
72	by Peregrine Worsthorne			
72	by Norman MacCaig			
72	by Raymond Aron			
72	by Stephen Miller			
72	by Derwent May			
72	by Paul Groves			
72	by Wen I-to			
72	by Henry Fairlie			
72	by William Oxley			
72	by Susan Fromberg Schaeffer			
72	by Henry Miller			
72	by J.W.M. Thompson			
72	by Paul Theroux			
72	by Karl Dietrich Bracher			
72	by Richard Stern			
72	by E.B. Greenwood			
72	by Michael Schmidt			
72	by D.J. Enright			
72	by Shirley Chew			
72	by Winifred Gerin			
72	by T.R. Fyvel			
72	by Roger Scruton			
72	by David Holden			
72	by Robert Graves			
72	by Frederick Morgan			
72	by H. Montgomery Hyde			
72	by Elizabeth Maslen			
72	by Norman Levine			
72	by Elizabeth Jennings			
72	by Arthur Bestor			
72	by D.J. Enright			
72	by Abdul Wahab al-Bayati			
72	R.			
72	by Andrew Shonfield			
72	by Norman MacCaig			
72	by Douglas Dunn			
72	by R. Parthasarathy			
72	by Jascha Kessler			
72	by Rayner Heppenstall			
72	by Horst Krueger			
72	by William Walsh			
72	by Gillian Peele			
72	by A.H. Halsey			
72	by Maurice Kogan			
72	by Jonathan Power			
72	by Gunther Gillessen			
72	by John Cotton			
72	by Eugene Ionesco			
72	by Fritz Rudolf Fries			
72	by Larry Rubin			
72	by J.R.L. Anderson			
72	by John Mackintosh			
72	by Peter Scupham			
72	R.			
72	by Edward Shils			
72	by Alan Heuser			
72	by Theodore Weiss			
72	by James Ballowe			
72	by Seamus Deane			
72	by R.H.S. Crossman			
72	by Douglas Dunn			
72	by Harry G. Johnson			
72	by Elie Kedourie			
72	by W.H. Hutt			
72	by Derwent May			
72	by M.J.L.:Melvin J. Lasky			
72	by Gabriel Fielding			
72	by Thomas Blackburn			
72	by Ferdinand Mount			
72	by Gavin Ewart			
72	by Seymour Martin Lipset			
72	by Keith N.G. Bradley			
72	by Richard Stern			
72	by James Cole			
72	by Marin Sorescu			
72	by Melvin J. Lasky			
72	by Susan Chakraverty			
72	by John Mole			
72	by Robert Nye			
72	R.			
72	by Adam Ulam			
72	by Michael Mott			
72	by Henry Popkin			
72	by Theodore Halaki			
72	by Eugene Ionesco			
72	by Peter Schmid			
72	by Laurence Lerner			
72	by Allan Rodway			
72	by Paul Theroux			
72	by Robert Rhodes James			
72	by Anthony Thwaite			
72	by H.J. Eysenck			
73	by Rosemary Tonks			
73	by Henry Fairlie			
73	by P.J. Kavanagh			
73	by Melvin J. Lasky			
73	R.			
73	by Luigi Barzini			
73	by Rupert Rushbrooke			
73	by Robert Phillips	 D.J. Enright		
73	by Michael Burn			
73	by John Weightman			
73	by B.H. Haggin			
73	by Karen Gershon			
73	by Max Beloff			
73	by William Walsh			
73	by Roger Scruton			
73	by Patrick Huther	 James Griffiths	 John Vaizey	 Samuel Brittan
73	by Stephen J. Thorpe			
73	by Karen Gershon			
73	by Richard Lowenthal			
73	by Douglas Dunn			
73	by D.V. Segre	 J.H. Adler		
73	by Wolf Biermann			
73	by Julius Telesin			
73	R.			
73	by John Weightman			
73	by Graeme Wilson			
73	by Michael Burn			
73	by Peter Porter			
73	by Edward Lucie-Smith			
73	by Paul Overy			
73	by Anthony Powell			
73	by Derwent May			
73	by Pierre Schneider			
73	by Denys Sutton			
73	by John Mander			
73	by David Holden			
73	by Stuart Hood			
73	by Anthony Hartley			
73	by Michael Burn			
73	by William Sansom			
73	by Michael Longley			
73	by James Morris			
73	R.			
73	by Joseph Frank			
73	by Peter Porter			
73	by Alexander Walker			
73	by B.H. Haggin			
73	by Stephen Miller			
73	by Nicholas Bagnall	 Evelyn Cox		
73	by Donald Davie			
73	by Gavin Ewart			
73	by Douglas Dunn			
73	by April FitzLyon			
73	by D.J. Enright			
73	by G.S. Fraser			
73	by Elizabeth Maslen			
73	by William Woodin Rowe			
73	by E.J. Mishan	 J.R.L. Anderson		
73	by Gerald Abrahams			
73	by C.B. Cox			
73	by Derek Mahon			
73	by Norman Levine			
73	by Max Beloff			
73	by Alan Brownjohn			
73	by Karl R. Popper			
73	by Anthony Thwaite			
73	by Jan Morris			
73	by Lewis A. Coser			
73	by Peter Porter			
73	by John Weightman			
73	by Michael Burn			
73	by Douglas Dunn			
73	by James MacPhearson			
73	by H.V. Hodson			
73	by Anthony Hartley			
73	by Gerhard Prause			
73	by J.H. Plumb			
73	by John Boardman			
73	by John Bossy			
73	by Leonard Schapiro			
73	by Maurice Ashley			
73	by Barry Cunliffe			
73	by Lewis Feuer			
73	by Michael Longley			
73	by Gillian Tindall			
73	by R.S. Thomas			
73	by E.J. Mishan			
73	by Peter Reading			
73	by Alastair Buchan			
73	by James Fenton			
73	by Alan Brownjohn			
73	R.			
73	by Morris Philipson			
73	by John Weightman			
73	by Anthony Thwaite			
73	by Francois Bondy			
73	by Samuel Brittan			
73	by Robert Lowell			
73	by Frank Tuohy			
73	by Roy Fuller			
73	by George MacBeth			
73	by Jonathan Raban			
73	by Peregrine Worsthorne			
73	by Michael Longley			
73	by Jonathan Raban			
73	by Fleur Adcock			
73	by David Martin			
73	by Barbara Wootton			
73	by D.J. Enright			
73	R.			
73	by Golo Mann			
73	by Stephen Miller			
73	by John Weightman			
73	by Daryl Hine			
73	by George MacBeth			
73	by Michael Longley			
73	by Anthony Hartley			
73	by Shlomo Avineri			
73	by P.N. Furbank			
73	by Edward Lucie-Smith			
73	by Douglas Dunn			
73	by Neil McInnes			
73	by Hugh Gordon Porteus			
73	by Milovan Djilas			
73	by Susan Schaeffer			
73	by Leopold Labedz			
73	by John Wain			
73	by Edwin Brock			
73	by Alvin Toffler			
73	by Renzo Rosso			
73	by Pamela Lewis			
73	by Ferdinand Mount			
73	by Bernard Levin			
73	by D.J. Enright			
73	R.			
73	by John Weightman			
73	by John Gurney			
73	by John Bayley			
73	by Martin Dodsworth			
73	by Laurence Lerner			
73	by Bernard Bergonzi			
73	by Emrys Jones			
73	by Malcolm Bradbury			
73	by Peter Conrad			
73	by Jonathan Raban			
73	by Milovan Djilas			
73	by Derek Mahon			
73	by M.J.L.:Melvin J. Lasky			
73	by Louise Collis			
73	by Michael Shanks			
73	by Fania Pascal			
73	by Fleur Adcock			
73	by D.J. Enright			
73	by Walter Allen			
73	by Peter Reading			
73	R.			
73	by John Weightman			
73	by Alan Brownjohn			
73	by Peter Schmid			
73	by Margot Lyon			
73	by Jonathan Raban			
73	by David Rudkin			
73	by Margaret Drabble			
73	by Douglas Dunn			
73	by Desmond Stewart			
73	by M.J.L.:Melvin J. Lasky			
73	by Peter Redgrove			
73	by Karen King	 Mark Blaug		
73	by Philip Larkin			
73	by Peter Schmid			
73	by M.M. Mahood			
73	R.			
73	by Jonathan Power			
73	by Michael Burn			
73	by Erica Jong			
73	by Hilton Kramer			
73	by Henry Miller			
73	by Sasha Moorsom			
73	by John Holloway			
73	by Richard Findlater			
73	by Anthony Thwaite			
73	by Jonathan Raban			
73	by H.U. Kempski			
73	by Michael Egan	 David Craig		
73	by Joseph Frank			
73	by M.J.L.:Melvin J. Lasky			
73	by Irving Howe			
73	by William Trevor			
73	by J.C. Hall			
73	by R.H.S. Crossman			
73	by Joachim Fest			
73	by Arthur Koestler			
73	by John Weightman			
73	by Roy Fuller			
73	by George Barker			
73	by Donald Davie			
73	by Peter Scupham			
73	R.			
73	by Melvin J. Lasky			
73	by Sidney Hook			
73	by Ernst Fischer			
73	by Max Beloff			
73	by Kingsley Amis			
73	by Peter Porter			
73	by Alan Brownjohn			
73	by Douglas Dunn			
73	by Anthony Thwaite			
73	by Andrei Sakharov			
73	by Paul Hollander			
73	by John Rizkalla			
73	by Anthony Hartley			
73	R.			
73	by John Mole			
73	by Michael Hamburger			
73	by Jacques Barzun			
73	by Peter Porter			
73	by Max Beloff			
73	by Ludovic Kennedy			
73	by Theo Sommer			
73	by Helene Zamoyska			
73	by Bede Rundle			
73	by Antony Flew			
73	by A.J. Ayer			
73	by Maurice Cranston			
73	by Anthony Storr			
73	by Roger Garfitt			
73	bye for Evadne Winterbottom (story)			
73	by Roy Fuller			
73	by Robert Nye			
73	by George Watson			
73	by Anthony Quinton			
73	by William Anderson			
73	by Marcus Cunliffe			
73	by Erica Jong			
73	by Robert Craft			
73	by Alan Brownjohn			
73	by Alistair Elliot			
73	by Anthony Thwaite			
73	by William Letwin			
73	by Vamadeo Shastri			
73	by Kenneth R. Minogue			
73	by John Spurling			
73	by Douglas Dunn			
73	by Jonathan Raban			
73	by Christopher Pilling			
73	by Raymond Aron			
73	by C.A.R. Crosland			
73	by Gunter Grass			
73	by David Day			
73	by Richard Findlater			
73	by Karen King	 Mark Blaug		
74	by Neilson Graham			
74	by Vernon Scannell			
74	by Golo Mann			
74	by Louis Phillips			
74	by David Holden			
74	by Melvin J. Lasky			
74	R.			
